id;searchQuery;text;timestamp;cleanText;foundWord
1620177308425535488;comentari;"no totes les ""catalanas"" som de la cup, això primer, i segon, espero q no tinguis ni mare, ni germana, ni neboda, perquè les deixes en molt mal lloc ( si es que són catalanas es clar ). comentari desafortunat.";2023-01-30 21:49:00+00:00;"no totes les ""catalanas"" som de la cup, això primer, i segon, espero q no tinguis ni mare, ni germana, ni neboda, perquè les deixes en molt mal lloc ( si es que són catalanas es clar ). comentari desafortunat.";comentari
1620170769593663488;comentari;la senyora aquesta (no sé qui és) on ha viscut tots aquests anys, per dir que passaria si a telecinco o antena 3 es fés un comentari sobre nazisme i independentisme? #elcirc;2023-01-30 21:23:00+00:00;la senyora aquesta (no sé qui és) on ha viscut tots aquests anys, per dir que passaria si a telecinco o antena 3 es fés un comentari sobre nazisme i independentisme? #elcirc;comentari
1620169049618649088;comentari;el meu comentari l'he fet sense haver-la sentit... però no em sorprèn...;2023-01-30 21:16:00+00:00;el meu comentari l'he fet sense haver-la sentit... però no em sorprèn...;comentari
1620166015584993280;comentari;"que poc aporta el teu comentari en un moment així. 
ànims marc i que aparegui!!";2023-01-30 21:04:00+00:00;que poc aporta el teu comentari en un moment així. ànims marc i que aparegui!!;comentari
1620164709315121152;comentari;heu vist el comentari del maragall acomiadant-se del parlament català? diu que s'ha de ser més parlamentari que partidista, i més ciutadà que polític. això no lliga amb  el comentari que fas oi? quina barra que tenen!!!! aquests d'er son uns falsos tots plegats.;2023-01-30 20:59:00+00:00;heu vist el comentari del maragall acomiadant-se del parlament català? diu que s'ha de ser més parlamentari que partidista, i més ciutadà que polític. això no lliga amb el comentari que fas oi? quina barra que tenen!!!! aquests d'er son uns falsos tots plegats.;vist
1620164709315121152;comentari;heu vist el comentari del maragall acomiadant-se del parlament català? diu que s'ha de ser més parlamentari que partidista, i més ciutadà que polític. això no lliga amb  el comentari que fas oi? quina barra que tenen!!!! aquests d'er son uns falsos tots plegats.;2023-01-30 20:59:00+00:00;heu vist el comentari del maragall acomiadant-se del parlament català? diu que s'ha de ser més parlamentari que partidista, i més ciutadà que polític. això no lliga amb el comentari que fas oi? quina barra que tenen!!!! aquests d'er son uns falsos tots plegats.;comentari
1620164159718703104;comentari;just avui he tingut una discussió amb un company que em feia exactament el mateix comentari. dient que no eximia la culpa de l'agressor, però que vaja, que la víctima ja s'ho podia esperar....no me n'he sortit de fer-li entendre.;2023-01-30 20:56:00+00:00;just avui he tingut una discussió amb un company que em feia exactament el mateix comentari. dient que no eximia la culpa de l'agressor, però que vaja, que la víctima ja s'ho podia esperar....no me n'he sortit de fer-li entendre.;comentari
1620160694837731328;comentari;"primer de tot gràcies pel teu comentari... val a dir que sóc la primera a pregar que tots els impostos que van a l'exèrcit poguessin anar a sanitat i educació. 
també cal recordar que quan es va deixar gaza estava tot sembrat i actiu...";2023-01-30 20:43:00+00:00;primer de tot gràcies pel teu comentari... val a dir que sóc la primera a pregar que tots els impostos que van a l'exèrcit poguessin anar a sanitat i educació. també cal recordar que quan es va deixar gaza estava tot sembrat i actiu...;comentari
1620158650756239360;comentari;"voro entrenador interí del valència.

comentari atemporal.";2023-01-30 20:34:00+00:00;voro entrenador interí del valència. comentari atemporal.;comentari
1620158192423665664;comentari;aquest comentari ha fet molt de mal al barri marítim però molta gràcia i orgull a la vilafranca metropolitana;2023-01-30 20:33:00+00:00;aquest comentari ha fet molt de mal al barri marítim però molta gràcia i orgull a la vilafranca metropolitana;comentari
1620152385334284288;comentari;soc un mindundi i no és representatiu de res però només cal fer una simple divisió per veure que el meu comentari té un like cada 56 impressions i el de l’elisenda un cada 344 visulaitzacions.;2023-01-30 20:10:00+00:00;soc un mindundi i no és representatiu de res però només cal fer una simple divisió per veure que el meu comentari té un like cada 56 impressions i el de l’elisenda un cada 344 visulaitzacions.;like
1620152385334284288;comentari;soc un mindundi i no és representatiu de res però només cal fer una simple divisió per veure que el meu comentari té un like cada 56 impressions i el de l’elisenda un cada 344 visulaitzacions.;2023-01-30 20:10:00+00:00;soc un mindundi i no és representatiu de res però només cal fer una simple divisió per veure que el meu comentari té un like cada 56 impressions i el de l’elisenda un cada 344 visulaitzacions.;comentari
1620122903433068544;pin;"la meva resposta-pista #visualthinking al 1r #criptomàrius #filosofàrius del @mariusserra: ""el filòsof empíric dels esmorzars britànics"" (pin 3622)

(doncs trobo que tenia molta retirada a l'escurçó negre!😅)";2023-01-30 18:12:00+00:00;"la meva resposta-pista al 1r del @mariusserra: ""el filòsof empíric dels esmorzars britànics"" (pin 3622) (doncs trobo que tenia molta retirada a l'escurçó negre!😅)";pin
1620122903433068544;pin;"la meva resposta-pista #visualthinking al 1r #criptomàrius #filosofàrius del @mariusserra: ""el filòsof empíric dels esmorzars britànics"" (pin 3622)

(doncs trobo que tenia molta retirada a l'escurçó negre!😅)";2023-01-30 18:12:00+00:00;"la meva resposta-pista al 1r del @mariusserra: ""el filòsof empíric dels esmorzars britànics"" (pin 3622) (doncs trobo que tenia molta retirada a l'escurçó negre!😅)";resposta
1620141937411133440;comment;de la tata de jorel? comment ?;2023-01-30 19:28:00+00:00;de la tata de jorel? comment ?;comment
1620072624985620480;friend;perdó, una pala, m'ha fet un false friend el cervell;2023-01-30 14:53:00+00:00;perdó, una pala, m'ha fet un false friend el cervell;friend
1620174594098462720;bloquejar;ei @mespermallorca i @mesesqmanacor bloquejar i perseguir a qui diu la veritat són formes de democràcia? sí en democràcia ens hem d'amagar perquè mos atacau;2023-01-30 21:38:00+00:00;ei @mespermallorca i @mesesqmanacor bloquejar i perseguir a qui diu la veritat són formes de democràcia? sí en democràcia ens hem d'amagar perquè mos atacau;bloquejar
1620156237081108480;bloquejar;"en faré més d'aquests! m'ha servit per bloquejar defensor de l'explotació animal! 💪🏼 i dels de: ""les proteïnes, blablabla, visca l'explotació animal, produïr aliments (són animals, no aliments, però ok), t'alimentes d'@heurafoods (que sí, gràcies, però essencialment de llegums,";2023-01-30 20:25:00+00:00;"en faré més d'aquests! m'ha servit per bloquejar defensor de l'explotació animal! 💪🏼 i dels de: ""les proteïnes, blablabla, visca l'explotació animal, produïr aliments (són animals, no aliments, però ok), t'alimentes d'@heurafoods (que sí, gràcies, però essencialment de llegums,";bloquejar
1620147980685967360;bloquejar;@junqueras @gabrielrufian  @joantarda  @ercbcn @martarovira espanya amb er que ha aconseguit, seccionar per la meitat l'independentisme, bloquejar o perdre totes les competències a un nivell brutal, robar-nos a la cara els 20.000.000.000€.;2023-01-30 19:52:00+00:00;@junqueras @gabrielrufian @joantarda @ercbcn @martarovira espanya amb er que ha aconseguit, seccionar per la meitat l'independentisme, bloquejar o perdre totes les competències a un nivell brutal, robar-nos a la cara els 20.000.000.000€.;bloquejar
1620101740719906816;bloquejar;ahir vaig bloquejar a la lluna catalana, sense cap motiu, mai m'ha agradat, i no vull veure-la per les xarxes.;2023-01-30 16:48:00+00:00;ahir vaig bloquejar a la lluna catalana, sense cap motiu, mai m'ha agradat, i no vull veure-la per les xarxes.;bloquejar
1620073446100340736;bloquejar;es que ell en si es vomitiu. clàssic perfil a bloquejar des del minut 0.;2023-01-30 14:56:00+00:00;es que ell en si es vomitiu. clàssic perfil a bloquejar des del minut 0.;perfil
1620073446100340736;bloquejar;es que ell en si es vomitiu. clàssic perfil a bloquejar des del minut 0.;2023-01-30 14:56:00+00:00;es que ell en si es vomitiu. clàssic perfil a bloquejar des del minut 0.;bloquejar
1620050560920743936;bloquejar;"estan ofegant catalunya per manca de llibertat
podem no pot, només fa nosa
psc farà per bloquejar tot
pp, vox i c's ni cas
erc està sol per voler fer la seva
a jxc no el fan costat
i cup és no a tot
es farà una alternativa per canviar-ho tot?";2023-01-30 13:25:00+00:00;estan ofegant catalunya per manca de llibertat podem no pot, només fa nosa psc farà per bloquejar tot pp, vox i c's ni cas erc està sol per voler fer la seva a jxc no el fan costat i cup és no a tot es farà una alternativa per canviar-ho tot?;bloquejar
1620033123127037952;bloquejar;impedireu als familiars aparcar el cotxe en doble fila i/o bloquejar #carrilbus?;2023-01-30 12:16:00+00:00;impedireu als familiars aparcar el cotxe en doble fila bloquejar #carrilbus?;bloquejar
1620032666253893632;bloquejar;el mosén i el seu ego van bloquejar qualsevol acord.;2023-01-30 12:14:00+00:00;el mosén i el seu ego van bloquejar qualsevol acord.;bloquejar
1620027651464515584;bloquejar;gràcies a tu, o meigho, puc bloquejar molts im-bè-cils cada dia 😇😇😇;2023-01-30 11:54:00+00:00;gràcies a tu, o meigho, puc bloquejar molts im-bè-cils cada dia 😇😇😇;bloquejar
1619985798094520320;bloquejar;i de que ha servit si després no hi havia una estructura, una estratègia per bloquejar espais aeris,maritims. on és el suport internacional? 🤔🤔;2023-01-30 09:08:00+00:00;i de que ha servit si després no hi havia una estructura, una estratègia per bloquejar espais aeris,maritims. on és el suport internacional? 🤔🤔;bloquejar
1619963028166037504;bloquejar;enric gomà és capaç de bloquejar se mare quan li pregunta si trigarà gaire a sopar. no t'hi facis mala sang i benvingut al club.;2023-01-30 07:37:00+00:00;enric gomà és capaç de bloquejar se mare quan li pregunta si trigarà gaire a sopar. no t'hi facis mala sang i benvingut al club.;bloquejar
1619956797472755712;bloquejar;@vanessajunque bon dia vanessa, soc la mari carme. el telèfon del nostre servei de banca telefònica és el 900 300 321. en el cas que necessitis bloquejar una targeta el telèfon és el 900 109 002.;2023-01-30 07:12:00+00:00;@vanessajunque bon dia vanessa, soc la mari carme. el telèfon del nostre servei de banca telefònica és el 900 300 321. en el cas que necessitis bloquejar una targeta el telèfon és el 900 109 002.;bloquejar
1619768013519200256;bloquejar;"de veres que vis ho creieu lo de la regeneraciœ? doncs ho teniu molt fàcil: deixeu de bloquejar  la renovació del cgpj i que es dugue a terme la renovació.
a que teniu por?";2023-01-29 18:42:00+00:00;de veres que vis ho creieu lo de la regeneraciœ? doncs ho teniu molt fàcil: deixeu de bloquejar la renovació del cgpj i que es dugue a terme la renovació. a que teniu por?;bloquejar
1619733771640791040;bloquejar;t'hauries de bloquejar tu mateix, que això de auto anomenar-se anti-feixista no es sols un títol.;2023-01-29 16:26:00+00:00;t'hauries de bloquejar tu mateix, que això de auto anomenar-se anti-feixista no es sols un títol.;bloquejar
1619689662100156416;bloquejar;escolti! al final l'hauré de bloquejar a vosté de novembre a maig!;2023-01-29 13:31:00+00:00;escolti! al final l'hauré de bloquejar a vosté de novembre a maig!;bloquejar
1619673057941147648;bloquejar;ojalá es puguere bloquejar instagram al eixir de festa durant tota la nit;2023-01-29 12:25:00+00:00;ojalá es puguere bloquejar instagram al eixir de festa durant tota la nit;bloquejar
1620179380281688064;retuitejar;"podeu llegir i retuitejar?
és important
🕯🕯🕯
@restaurandodign 
#lancaleleski 
#shoah 
@acai_cat 
@licrabcn 
@auschwitzmuseum 
@melindronet 
@leah_a_goldberg";2023-01-30 21:57:00+00:00;podeu llegir i retuitejar? és important 🕯🕯🕯 @restaurandodign @acai_cat @licrabcn @auschwitzmuseum @melindronet @leah_a_goldberg;retuitejar
1620199411308724224;resposta;la resposta és ben fàcil: perquè soc una intensa 😁;2023-01-30 23:16:00+00:00;la resposta és ben fàcil: perquè soc una intensa 😁;resposta
1620194928314970112;resposta;"fa un temps vaig anar al bbva perquè no podia operar al caixer amb el mòbil, i la resposta del responsable va ser: ""pues al resto de gente no le pasa"".

t'imagines anar al llanterner perquè tens una fuga a una aixeta i et diga ""pues el resto de grifos no gotean""?

#zoombancs";2023-01-30 22:59:00+00:00;"fa un temps vaig anar al bbva perquè no podia operar al caixer amb el mòbil, i la resposta del responsable va ser: ""pues al resto de gente no le pasa"". t'imagines anar al llanterner perquè tens una fuga a una aixeta i et diga ""pues el resto de grifos no gotean""? #zoombancs";resposta
1620191975575261184;resposta;la resposta a la meva pregunta és obviament no;2023-01-30 22:47:00+00:00;la resposta a la meva pregunta és obviament no;resposta
1620190898247323648;resposta;"avui a #entredocents hem enraonat del #chatgpt amb en @benjami i @hgardo 

""canviar la resposta és evolució,
canviar la pregunta serà revolució""
jorge wagensberg

si la ia ens dóna les respostes, cal ensenyar a fer bones preguntes.";2023-01-30 22:43:00+00:00;"avui a hem enraonat del amb en @benjami i @hgardo ""canviar la resposta és evolució, canviar la pregunta serà revolució"" jorge wagensberg si la ia ens dóna les respostes, cal ensenyar a fer bones preguntes.";respostes
1620190898247323648;resposta;"avui a #entredocents hem enraonat del #chatgpt amb en @benjami i @hgardo 

""canviar la resposta és evolució,
canviar la pregunta serà revolució""
jorge wagensberg

si la ia ens dóna les respostes, cal ensenyar a fer bones preguntes.";2023-01-30 22:43:00+00:00;"avui a hem enraonat del amb en @benjami i @hgardo ""canviar la resposta és evolució, canviar la pregunta serà revolució"" jorge wagensberg si la ia ens dóna les respostes, cal ensenyar a fer bones preguntes.";resposta
1620188843248078848;resposta;"en medir marca amb ♥ el matis de que el tuit inicial era (clarament) ironía. 
però sense rectificar ni matitzar la seva propia resposta.
aquest tipus de actitud  il•lustra molt ľafany reiterat en tergiversar per part ďalguns.";2023-01-30 22:34:00+00:00;en medir marca amb ♥ el matis de que el tuit inicial era (clarament) ironía. però sense rectificar ni matitzar la seva propia resposta. aquest tipus de actitud il•lustra molt ľafany reiterat en tergiversar per part ďalguns.;tuit
1620188843248078848;resposta;"en medir marca amb ♥ el matis de que el tuit inicial era (clarament) ironía. 
però sense rectificar ni matitzar la seva propia resposta.
aquest tipus de actitud  il•lustra molt ľafany reiterat en tergiversar per part ďalguns.";2023-01-30 22:34:00+00:00;en medir marca amb ♥ el matis de que el tuit inicial era (clarament) ironía. però sense rectificar ni matitzar la seva propia resposta. aquest tipus de actitud il•lustra molt ľafany reiterat en tergiversar per part ďalguns.;resposta
1620180182677032960;resposta;"bona nit!

🗣️ hermínia ordeig (@ordeigordeig): “totes les persones tenen dret a viure una vida plena”

la @fundaciomap treballa per donar resposta als col·lectius més vulnerables, garantint el compliment dels seus drets

xarxanet.org/social/noticies…";2023-01-30 22:00:00+00:00;bona nit! 🗣️ hermínia ordeig (@ordeigordeig): “totes les persones tenen dret a viure una vida plena” la @fundaciomap treballa per donar resposta als col·lectius més vulnerables, garantint el compliment dels seus drets …;resposta
1620179940594565120;resposta;demanant les fonts utilitzades als treballs? l'he provat poc, però crec no dóna fonts concretes a partir de les quals construeix la resposta.;2023-01-30 21:59:00+00:00;demanant les fonts utilitzades als treballs? l'he provat poc, però crec no dóna fonts concretes a partir de les quals construeix la resposta.;resposta
1620178349531463680;resposta;escoltant a tardà, erc ha tocat fons. què fer quan s'està tocant fons?. resposta: tocar fons, fallar i trobar com tirar endavant rectificant. és el que els espera.;2023-01-30 21:53:00+00:00;escoltant a tardà, erc ha tocat fons. què fer quan s'està tocant fons?. resposta: tocar fons, fallar i trobar com tirar endavant rectificant. és el que els espera.;resposta
1620175942516883456;resposta;llàstima, pel respecte que et tinc, hauria esperat una resposta més intel.ligent, menys primitiva i menys al.lucinògena, @salvadorcardus @monterrassa;2023-01-30 21:43:00+00:00;llàstima, pel respecte que et tinc, hauria esperat una resposta més intel.ligent, menys primitiva i menys al.lucinògena, @salvadorcardus @monterrassa;resposta
1620175799994433536;resposta;gràcies per la ràpida resposta crack!!;2023-01-30 21:43:00+00:00;gràcies per la ràpida resposta crack!!;resposta
1620175417167745024;resposta;conti ja saps la resposta no cal q mho segueixis preguntant q ets mol pesat;2023-01-30 21:41:00+00:00;conti ja saps la resposta no cal q mho segueixis preguntant q ets mol pesat;resposta
1620173871709298688;resposta;ahhh ok, ets un puto ñordo! no havia ni mirat el teu perfil, ets xusma española! per això t'ha molestat la meva resposta, oi, tros de 💩?;2023-01-30 21:35:00+00:00;ahhh ok, ets un puto ñordo! no havia ni mirat el teu perfil, ets xusma española! per això t'ha molestat la meva resposta, oi, tros de 💩?;perfil
1620173871709298688;resposta;ahhh ok, ets un puto ñordo! no havia ni mirat el teu perfil, ets xusma española! per això t'ha molestat la meva resposta, oi, tros de 💩?;2023-01-30 21:35:00+00:00;ahhh ok, ets un puto ñordo! no havia ni mirat el teu perfil, ets xusma española! per això t'ha molestat la meva resposta, oi, tros de 💩?;resposta
1620172493498761216;resposta;voleu saber la meva resposta? o m’ignorareu com sempre? perdó, primer m’enganyareu i després ja vindrà el no atendre.;2023-01-30 21:29:00+00:00;voleu saber la meva resposta? o m’ignorareu com sempre? perdó, primer m’enganyareu i després ja vindrà el no atendre.;resposta
1620208719161081856;etiqueta;malanguanyat raïm. amb la foto de l’etiqueta es farà vinagre en 2 dies.;2023-01-30 23:53:00+00:00;malanguanyat raïm. amb la foto de l’etiqueta es farà vinagre en 2 dies.;etiqueta
1620206342224117760;etiqueta;l'etiqueta 'content creator' porta anys rodant, amb cada nova xarxa o plataforma n'eixiran més  he dit tant que cree contingut com que no tinc problema en dir-me youtuber/tiktoker/streamer/podcaster/el que siga, i en el meu cas (al ser multi-plataforma) dic cc i acabe abans;2023-01-30 23:44:00+00:00;l'etiqueta 'content creator' porta anys rodant, amb cada nova xarxa o plataforma n'eixiran més he dit tant que cree contingut com que no tinc problema en dir-me que siga, i en el meu cas (al ser multi-plataforma) dic cc i acabe abans;etiqueta
1620204623675150336;etiqueta;"parle en general. abans eixa etiqueta ni existia; només a l’àmbit audiovisual a publicitat i ni tan sols com a “creador”, sinó com a que creaves el contingut de les marques. 
tu mateix has dit que crees contingut a tiktok en comptes d’anomenat-te tiktoker directament 😅";2023-01-30 23:37:00+00:00;"parle en general. abans eixa etiqueta ni existia; només a l’àmbit audiovisual a publicitat i ni tan sols com a “creador”, sinó com a que creaves el contingut de les marques. tu mateix has dit que crees contingut a tiktok en comptes d’anomenat-te tiktoker directament 😅";etiqueta
1620201239727448064;etiqueta;"i parlem de professionalització entre cometes. ho fem perquè no està definida i tampoc sabem on posar els límits. 
també crec que l’etiqueta de creador de contingut és un eufemisme de tiktoker/youtuber/streamer perquè queda més seriós.";2023-01-30 23:24:00+00:00;i parlem de professionalització entre cometes. ho fem perquè no està definida i tampoc sabem on posar els límits. també crec que l’etiqueta de creador de contingut és un eufemisme de perquè queda més seriós.;etiqueta
1620193209954582528;etiqueta;mireu a qui etiqueta (i és habitual). i mireu-ho sense tenir prejudicis contra construïm per dir que mireu:;2023-01-30 22:52:00+00:00;mireu a qui etiqueta (i és habitual). i mireu-ho sense tenir prejudicis contra construïm per dir que mireu:;etiqueta
1620181036406816768;etiqueta;la etiqueta #akru es tendencia 😌 😌 🥳🥳🧡🖤ae🧡🖤;2023-01-30 22:03:00+00:00;la etiqueta es tendencia 😌 😌 🥳🥳🧡🖤ae🧡🖤;etiqueta
1620178112175816704;etiqueta;"la etiqueta de anís ""el mono' van a ganar...";2023-01-30 21:52:00+00:00;"la etiqueta de anís ""el mono' van a ganar...";etiqueta
1620177262032338944;etiqueta;"es, només, una manera de falcar l'etiqueta ""independentista"", que encara cotitza en el mercat electoral.
com que el referèndum ha de ser acordat, a ells no els obliga a res.

es un frau com una catedral.";2023-01-30 21:48:00+00:00;"es, només, una manera de falcar l'etiqueta ""independentista"", que encara cotitza en el mercat electoral. com que el referèndum ha de ser acordat, a ells no els obliga a res. es un frau com una catedral.";etiqueta
1620169518021742592;etiqueta;etiqueta del dia🖒😎☕#lassancionescastiganlasalud;2023-01-30 21:18:00+00:00;etiqueta del dia🖒😎☕#lassancionescastiganlasalud;etiqueta
1620168095020257280;etiqueta;"estrenamos a aurum miles en su propia etiqueta, quixotical records

soundcloud.com/ibizasonica/p…

jude 6 (original mix)";2023-01-30 21:12:00+00:00;estrenamos a aurum miles en su propia etiqueta, quixotical records … jude 6 (original mix);etiqueta
1620168022139994112;etiqueta;etiqueta del dia #lassancionescastiganlasalud;2023-01-30 21:12:00+00:00;etiqueta del dia #lassancionescastiganlasalud;etiqueta
1620100779607719936;ban;m'estranyava que no ho haguessis fet tan bon punt el ban fer fora. ben fet.;2023-01-30 16:45:00+00:00;m'estranyava que no ho haguessis fet tan bon punt el ban fer fora. ben fet.;ban
1620082097913462784;ban;"🔴signat el ban per a l’ampliació de l’horari de la restauració i els locals d’oci de #badalona durant la celebració de la copa del rei de bàsquet

eltotbadalona.cat/signat-el-…";2023-01-30 15:30:00+00:00;🔴signat el ban per a l’ampliació de l’horari de la restauració i els locals d’oci de durant la celebració de la copa del rei de bàsquet -el-…;ban
1620068437623177216;ban;barca mls newell's así debe seguir su carrera;2023-01-30 14:36:00+00:00;barca mls newell's así debe seguir su carrera;seguir
1620059151996178432;ban;"✍️ l’alcalde @guijarroruben signa un ban per a l’ampliació de l’horari de la restauració i els locals d’oci de #badalona durant la celebració de la copa del rei de bàsquet 
👇bit.ly/3wlhesd";2023-01-30 13:59:00+00:00;✍️ l’alcalde @guijarroruben signa un ban per a l’ampliació de l’horari de la restauració i els locals d’oci de durant la celebració de la copa del rei de bàsquet 👇bit.ly/3wlhesd;ban
1620205612935282688;història;"ha passat i què passa.
perquè som on som.
catalunya és un país d tradició democràtica molt feble. som dins ñ i venim d’una història miserable d pronunciamientos, cops d’estat, guerres internes, alternància fraudulenta en el poder, etc.
mal substrat per ser una societat “crítica”.";2023-01-30 23:41:00+00:00;ha passat i què passa. perquè som on som. catalunya és un país d tradició democràtica molt feble. som dins ñ i venim d’una història miserable d pronunciamientos, cops d’estat, guerres internes, alternància fraudulenta en el poder, etc. mal substrat per ser una societat “crítica”.;història
1620205515602288640;història;"""només que rellegiu la història, trobareu la solució""
25è aniversari del traspàs de l'escriptor i activista jaume fuster";2023-01-30 23:41:00+00:00;"""només que rellegiu la història, trobareu la solució"" 25è aniversari del traspàs de l'escriptor i activista jaume fuster";història
1620203492110663680;història;nono, era d'història econòmica al grau d'economia. al garu d'història nomes ens en van fer a filosofia;2023-01-30 23:33:00+00:00;nono, era d'història econòmica al grau d'economia. al garu d'història nomes ens en van fer a filosofia;història
1620203344731189248;història;jo sí em considero superior a qualsevol que menysprea als qui tenim dos idiomes, dues cultures d'origen i moltes més d'adopció. sóc moralment superior a qualsevol que insulti o negui la història, cultura i idiomes de les diferents nacions de la península ibèrica.;2023-01-30 23:32:00+00:00;jo sí em considero superior a qualsevol que menysprea als qui tenim dos idiomes, dues cultures d'origen i moltes més d'adopció. sóc moralment superior a qualsevol que insulti o negui la història, cultura i idiomes de les diferents nacions de la península ibèrica.;història
1620203193253904384;història;"infiltrats de la policia als moviments socials, sindicats, etc hi ha hagut sempre i gent que hem passat a la història com paranoics per tenir sospites d'alguns d'ells, també.

la diferència és que ara existeix internet.";2023-01-30 23:31:00+00:00;infiltrats de la policia als moviments socials, sindicats, etc hi ha hagut sempre i gent que hem passat a la història com paranoics per tenir sospites d'alguns d'ells, també. la diferència és que ara existeix internet.;història
1620095921207013376;tuitejar;"què feim els dimecres a partir de les 19.00h (les 18.00h a canàries)?

tuitejar amb @miercolesrepubl.

suma't cada setmana al ht nou per la democràcia real. 

#felizlunes";2023-01-30 16:25:00+00:00;què feim els dimecres a partir de les 19.00h (les 18.00h a canàries)? tuitejar amb @miercolesrepubl. suma't cada setmana al ht nou per la democràcia real. #felizlunes;tuitejar
