id;searchQuery;text;socialMediaSense
1620033123127037952;bloquejar;impedireu als familiars aparcar el cotxe en doble fila i/o bloquejar #carrilbus?;0
1620032666253893632;bloquejar;el mosén i el seu ego van bloquejar qualsevol acord.;0
1620027651464515584;bloquejar;gràcies a tu, o meigho, puc bloquejar molts im-bè-cils cada dia 😇😇😇;1
1619985798094520320;bloquejar;i de que ha servit si després no hi havia una estructura, una estratègia per bloquejar espais aeris,maritims. on és el suport internacional? 🤔🤔;0
1619963028166037504;bloquejar;enric gomà és capaç de bloquejar se mare quan li pregunta si trigarà gaire a sopar. no t'hi facis mala sang i benvingut al club.;1
1619956797472755712;bloquejar;@vanessajunque bon dia vanessa, soc la mari carme. el telèfon del nostre servei de banca telefònica és el 900 300 321. en el cas que necessitis bloquejar una targeta el telèfon és el 900 109 002.;0
1619768013519200256;bloquejar;"de veres que vis ho creieu lo de la regeneraciœ? doncs ho teniu molt fàcil: deixeu de bloquejar  la renovació del cgpj i que es dugue a terme la renovació.
a que teniu por?";0
1619733771640791040;bloquejar;t'hauries de bloquejar tu mateix, que això de auto anomenar-se anti-feixista no es sols un títol.;1
1619689662100156416;bloquejar;escolti! al final l'hauré de bloquejar a vosté de novembre a maig!;0
1619673057941147648;bloquejar;ojalá es puguere bloquejar instagram al eixir de festa durant tota la nit;1
1620179380281688064;retuitejar;"podeu llegir i retuitejar?
és important
🕯🕯🕯
@restaurandodign 
#lancaleleski 
#shoah 
@acai_cat 
@licrabcn 
@auschwitzmuseum 
@melindronet 
@leah_a_goldberg";1
1620199411308724224;resposta;la resposta és ben fàcil: perquè soc una intensa 😁;0
1620194928314970112;resposta;"fa un temps vaig anar al bbva perquè no podia operar al caixer amb el mòbil, i la resposta del responsable va ser: ""pues al resto de gente no le pasa"".

t'imagines anar al llanterner perquè tens una fuga a una aixeta i et diga ""pues el resto de grifos no gotean""?

#zoombancs";0
1620191975575261184;resposta;la resposta a la meva pregunta és obviament no;0
1620190898247323648;resposta;"avui a #entredocents hem enraonat del #chatgpt amb en @benjami i @hgardo 

""canviar la resposta és evolució,
canviar la pregunta serà revolució""
jorge wagensberg

si la ia ens dóna les respostes, cal ensenyar a fer bones preguntes.";0
1620188843248078848;resposta;"en medir marca amb ♥ el matis de que el tuit inicial era (clarament) ironía. 
però sense rectificar ni matitzar la seva propia resposta.
aquest tipus de actitud  il•lustra molt ľafany reiterat en tergiversar per part ďalguns.";1
1620180182677032960;resposta;"bona nit!

🗣️ hermínia ordeig (@ordeigordeig): “totes les persones tenen dret a viure una vida plena”

la @fundaciomap treballa per donar resposta als col·lectius més vulnerables, garantint el compliment dels seus drets

xarxanet.org/social/noticies…";0
1620179940594565120;resposta;demanant les fonts utilitzades als treballs? l'he provat poc, però crec no dóna fonts concretes a partir de les quals construeix la resposta.;0
1620178349531463680;resposta;escoltant a tardà, erc ha tocat fons. què fer quan s'està tocant fons?. resposta: tocar fons, fallar i trobar com tirar endavant rectificant. és el que els espera.;0
1620175942516883456;resposta;llàstima, pel respecte que et tinc, hauria esperat una resposta més intel.ligent, menys primitiva i menys al.lucinògena, @salvadorcardus @monterrassa;0
1620175799994433536;resposta;gràcies per la ràpida resposta crack!!;0
1620175417167745024;resposta;conti ja saps la resposta no cal q mho segueixis preguntant q ets mol pesat;0
1620173871709298688;resposta;ahhh ok, ets un puto ñordo! no havia ni mirat el teu perfil, ets xusma española! per això t'ha molestat la meva resposta, oi, tros de 💩?;1
1620172493498761216;resposta;voleu saber la meva resposta? o m’ignorareu com sempre? perdó, primer m’enganyareu i després ja vindrà el no atendre.;0
1620208719161081856;etiqueta;malanguanyat raïm. amb la foto de l’etiqueta es farà vinagre en 2 dies.;0
1620206342224117760;etiqueta;l'etiqueta 'content creator' porta anys rodant, amb cada nova xarxa o plataforma n'eixiran més  he dit tant que cree contingut com que no tinc problema en dir-me youtuber/tiktoker/streamer/podcaster/el que siga, i en el meu cas (al ser multi-plataforma) dic cc i acabe abans;0
1620204623675150336;etiqueta;"parle en general. abans eixa etiqueta ni existia; només a l’àmbit audiovisual a publicitat i ni tan sols com a “creador”, sinó com a que creaves el contingut de les marques. 
tu mateix has dit que crees contingut a tiktok en comptes d’anomenat-te tiktoker directament 😅";0
1620201239727448064;etiqueta;"i parlem de professionalització entre cometes. ho fem perquè no està definida i tampoc sabem on posar els límits. 
també crec que l’etiqueta de creador de contingut és un eufemisme de tiktoker/youtuber/streamer perquè queda més seriós.";0
1620193209954582528;etiqueta;mireu a qui etiqueta (i és habitual). i mireu-ho sense tenir prejudicis contra construïm per dir que mireu:;1
1620178112175816704;etiqueta;"la etiqueta de anís ""el mono' van a ganar...";0
1620177262032338944;etiqueta;"es, només, una manera de falcar l'etiqueta ""independentista"", que encara cotitza en el mercat electoral.
com que el referèndum ha de ser acordat, a ells no els obliga a res.

es un frau com una catedral.";0
1620168022139994112;etiqueta;etiqueta del dia #lassancionescastiganlasalud;0
1620100779607719936;ban;m'estranyava que no ho haguessis fet tan bon punt el ban fer fora. ben fet.;0
1620082097913462784;ban;"🔴signat el ban per a l’ampliació de l’horari de la restauració i els locals d’oci de #badalona durant la celebració de la copa del rei de bàsquet

eltotbadalona.cat/signat-el-…";0
1620059151996178432;ban;"✍️ l’alcalde @guijarroruben signa un ban per a l’ampliació de l’horari de la restauració i els locals d’oci de #badalona durant la celebració de la copa del rei de bàsquet 
👇bit.ly/3wlhesd";0
1620205612935282688;història;"ha passat i què passa.
perquè som on som.
catalunya és un país d tradició democràtica molt feble. som dins ñ i venim d’una història miserable d pronunciamientos, cops d’estat, guerres internes, alternància fraudulenta en el poder, etc.
mal substrat per ser una societat “crítica”.";0
1620205515602288640;història;"""només que rellegiu la història, trobareu la solució""
25è aniversari del traspàs de l'escriptor i activista jaume fuster";0
1620203492110663680;història;nono, era d'història econòmica al grau d'economia. al garu d'història nomes ens en van fer a filosofia;0
1620203344731189248;història;jo sí em considero superior a qualsevol que menysprea als qui tenim dos idiomes, dues cultures d'origen i moltes més d'adopció. sóc moralment superior a qualsevol que insulti o negui la història, cultura i idiomes de les diferents nacions de la península ibèrica.;0
1620203193253904384;història;"infiltrats de la policia als moviments socials, sindicats, etc hi ha hagut sempre i gent que hem passat a la història com paranoics per tenir sospites d'alguns d'ells, també.

la diferència és que ara existeix internet.";0
1620095921207013376;tuitejar;"què feim els dimecres a partir de les 19.00h (les 18.00h a canàries)?

tuitejar amb @miercolesrepubl.

suma't cada setmana al ht nou per la democràcia real. 

#felizlunes";1
1620071867993444352;tuitejar;tuitejar en català també estaria bé... ens faríeu feliços a molts dels que gaudim dels vostres vins🍷!;1
1620040995420405760;tuitejar;"s'ha preocupat d'ell mateix...
millor callar i semblar idiota que tuitejar i confirmar-ho.";1
1619826224922251264;tuitejar;i tu ets algú per a dir-me què puc o què no puc tuitejar?;1
1619626264805138432;tuitejar;"què feim els dimecres a partir de les 19.00h?

tuitejar amb @miercolesrepubl.

suma't, per la república federal, laica i feminista! ❤️💛💜

#felizdomingo";1
1619607561178869760;tuitejar;"si tant fart estás de ser espanyol, té, una signatura i s'han acabat els teus problemes.

spolier: no ho faràs, es més còmode tuitejar molt fort des del sofà";1
1619534267981369344;tuitejar;no ho vaig tuitejar però quina il·lusió m'ha fet que el barça ha guanyat avui @fcbarcelona_cat;1
1620090809113776128;etiquetar;com s’els hi colen, eh? que si ex nazis, maltractadors, agressors, policies… i després són els primers en etiquetar i jutjar a la resta del que no són perquè miami me lo confirmó.;0
1620064641807421440;etiquetar;cap dels treballadors del programa sabeu etiquetar bé @tv3cat?😅;1
1619842988561293312;etiquetar;la iba a etiquetar;0
1619746148255944704;etiquetar;el fracàs escolar es universal , la manca de recursos per escolaritzar correctament gent d’altres països ,  la cultura de no educar les dones, les dificultats econòmiques q fan q molta gent hagi de deixar d’estudiar per treballar, son fets. ara pots etiquetar el q vulguis.;0
1619706317484224512;etiquetar;mira que t'anava a etiquetar confiant que n'haguessis repescat els àudios 🤭;1
1619495341069590528;etiquetar;vaig classificar, endreçar i etiquetar carpetes, carpesans i dossiers d'articles, conferències i capítols de llibres, alimentava i organitzava el recull de premsa d'articles sobre ell, crítiques dels seus llibres, entrevistes... també vaig escanejar o picar sencers textos... 4/n;0
1620204837165223936;tweet;"vistos els resultats obtinguts, val la pena retornar a la fase de denunciar les farses, costos i conseqüències del dependentisme.

tweet anticipant-me a les conclusions dels resultats de les eleccions del 2023-24.

llàstima que seguirem rajant-nos entre nos.";1
1620201917145284608;tweet;"😵‍💫 els pericos quan demà a les 00:00 llegim aquest tweet del @rcdespanyol sense haver fet cap incorporació 

#rcde";1
1620201241199669248;tweet;s'ha de difondre d'on ha partit l'ordre de cesar a manel vidal, executada pel dir. de tv3: segons ho diu el tweet de manel vidal és:  er-tv3  vet aquí els que han de dimitir.;1
1620192330916728832;tweet;gràcies pel tweet! vaig blocant a tots els que et fan like, bona niiiit;1
1620189215916179456;tweet;estic veient que la boya li agrada el tweet. i mentrestant va parant la mà als que està sent la causa. hipòcrita.;1
1620187169917911040;tweet;"del seu tweet no pots concloure que ella ha tret conclusions. ha exposat el que li han comunicat. el que li han dit pot ser cert o fals, però no s'ha de desacreditar un possible fet per no tenir-ne la percepció directa. 

dit això, ¿podem avançar en esbrinar si és cert? us llegim";1
1620182889936863232;tweet;"a la junta de personal docent, 3 sindicats, @educacio_ccoopv, @anpecv  i @stepv_iv 
3 imatges.
tots retratats.
les caretes van caient.
ací el resum en un tweet 
gràcies @paudiazboils per defensar l'estabilitat dels llocs de treball públics i tot el conjunt del professorat #seguim";1
1620178059231129600;tweet;qualsevol xorrada serveix per fer un tweet 🤦🥱;1
1620177725851058176;tweet;es tant patéticamente trist, dient “passava per lliurar-se de la presó mentre exigia als altres que s'arrisquessin a anar-hi a parar” que posa un tweet i a la 1a resposta li cau l argument. i nomes sap contestar canviant d assumpte. pero va dir que tornaria. 🤦🏻‍♂️ troll patetic !!;1
1620151543420047360;silenciar;"i perquè no volien ( o haurien de volguer) que sortís a la llum? i perquè no volien ( o haurien de volguer ) silenciar el tema? no el va tirar ningú,  va caure, llavors el ""secretisma"" per que?. en que et piden ajudar?";0
1620139291266662400;silenciar;potser és que et tenen silenciat. a mi la  dolça laura em va silenciar preventivament;1
1620135478019387392;silenciar;"ha sigut silenciar el vídeo i ha perdut tota la gracia. 

en tot cas gràcies per l'esforç. 

res més?";0
1620114848020570112;silenciar;es veu que traure la política de tv3 per a silenciar el procés els esta eixint prou car als de erc. molt trist els que fan alguns polítics per salvar el cul. independència;0
1620041334714400768;silenciar;malgrat que en un primer moment ens van oferir ajuda perquè no es fes públic, tots ells ens han donat l’esquena i algú ha intentat silenciar el tema perquè no surti a la llum (fins i tot li han donat la volta als papers i ara acusen el meu marit de negligència).;0
1620039405972115456;silenciar;"📢 “si per intentar canviar aquest sistema de misèria se’ns espia, quin tipus de societat estem construint?”
⛓️ no és un atac aïllat, és un intent d'amenaça, de silenciar la dissidència. 
✊🏽però no reculem, 𝘼𝙂𝘼𝙁𝙀𝙈 𝙀𝙈𝘽𝙍𝘼𝙉𝙕𝙄𝘿𝘼!❤️‍🔥";0
1620027837754351616;silenciar;silenciar la protesta de la societat civil és la violació de drets humans més comuna ift.tt/dtahxqv;0
1620012924021645312;silenciar;"silenciar la protesta de la societat civil és la violació de drets humans més comuna, segons @amnistiacat 
l’ods 16 de l’agenda 2030 vol promoure la pau, la justícia i les institucions sòlides
el9nou.cat/osona-ripolles/ac…
reportatge al suplement #el9món
#agenda2030 #ods";0
1620010525898989568;silenciar;doncs tard o d'hora això no es podrà silenciar, perquè crec que són més dels que pensen. igualment, sí crec que al fnc podrien moure's una micona més per a visibilitzar-se arreu.;0
1619775200052264960;silenciar;aquest país excel·leix en l’art no només de silenciar sinó d’invisibilitzar professionals de qualsevol sector. prl simple fet de ser discordants amb els dogmes oficials.;0
1619748058249719808;silenciar;els únics que vaig veure donant cops van ser als piolons amb la porra. aquells dependents del sr  markaska, ben conegut per silenciar tortures i tenir l'honor de la reprobació del tedh. per cer, del #pdoe el partit del gal i la cal. #aneualamerda;0
1619737526687907840;silenciar;el psoe va posar les concertines a la tanca de melilla i va silenciar enemics polítics amb cal viva, entre altres moltes coses. pero, tot i això, ni és un partit d'extrema dreta ni, en consquència, és un partit feixista.;0
1619710930484613120;silenciar;i ara, a silenciar aquest nom.;1
1619660709620772864;silenciar;"gràcies per donar veu sempre a aquelles que es volen silenciar perquè ataquen els interessos dels poderosos.

bancs i voltors no estan per sobre de la llei i no s'hauria de batallar tant per que l'apliquin";0
1619649846624899072;silenciar;jo la vaig silenciar. prou gent tòxica!;1
1619595926460571648;silenciar;m'ha passat. per la poca comprensió lectora o la mala llet congènita va bé silenciar i fora mal de caps;1
1620204515088646144;piulada;"no hauria de generar res més enllà de l'intercanvi d'informació i opinió que origina qualsevol diàleg de forma natural. 
al final, la piulada ha estat més un experiment social que defineix qui està receptiu a escoltar, compartir i debatre; que qualsevol altra cosa. gràcies!";1
1620182712035467264;piulada;és clar, 18.000 m€ i pujant a cada piulada, señor cuesta.;0
1620168759116972032;piulada;"tu ets politòloga?
has de llegir molt més o et passarà com en aquesta piulada.
ni tins idea de les mentides que dius i ni saps quines  són. 
els teus idols varen votar sí a l'investidura d'en sánchez i ni ho saps.";1
1620167490109337600;piulada;i la piulada pels catalans on és?;1
1620167418307051520;piulada;"moltes gràcies, enric, per completar la informació del poema de ferrater. twitter limita els caràcters i no vaig voler afegir una tercera piulada.
 per celebrar una joventut és el poema 37, pàg. 89 de l'edició d'abril de 2022 de da nuces pueris.";1
1620167012139016192;piulada;jordi, jo només parlo de la coherència del presentador. no em vulguis portar a un altre terreny del que no hi he entrat en aquesta piulada.;1
1620154522298621952;piulada;tot veient molts comentaris a la meva piulada sobre israel, és evident que molts independentistes no volen saber com funciona el món. el volen canviar abans que canviar catalunya. som únics!;1
1620151845816799232;piulada;"ei @nastictarragona 
què tal si fem naltros també una piulada així per estar en igualtat de condicions en la votació?";1
1620148310450540544;piulada;no pas, he volgut emfatitzar la teva piulada amb un txist del mític pulgarsito....ai buenu;1
1620145543560454144;piulada;moltes gràcies @drclualosada! quina il•lusió que m'ha fet aquesta piulada. abraçada forta! espero que et resulti interessant!;1
1620144987664187392;piulada;"de veritat et creus el que escrius?  
apa, torna-t'ho a llegir i borra la piulada.
no es poden dir més tonteries amb tan poques paraules.";1
1620140162436190208;piulada;aquesta piulada sí que és humor, humor negre.;1
1620139666996600832;piulada;quina vergonya de piulada. els d'@esquerra_erc no poden suportar que @krls no hagi estat capturat i empresonat pel neofranquisme. després aniran a posar flors a la tomba de companys. són odi pur.;1
1620138081813921792;piulada;"ara m'acabo d frustrar xq la meva parella, q no segueix res del q passa per aqui dins, quan ha vist la piulada ""dels pètals de rosa sobre puigdemont"", em diu q no veu tan clarament q sigui paròdia, q ell ha escoltat un munt de tietes dient bestieses o portant fuets a waterloo 😂";1
1620135533107384320;piulada;i a tu no et costa res prémer el botó de traduïr piulada, tampoc, i tot i així aquí estem 🥰;1
1620133582525317120;piulada;"hola joel. podries si us plau esborrar aquesta piulada i excusar-te abans que hagi d'encetar una demanda? gràcies.
cc @tv3cat @zonafrancatv3 @cdiapunt @jaumereixach 
t'animo a llegir el capítol x del cp: noticias.juridicas.com/base_…";1
1620127693194018816;piulada;"no tinc cap problema. 

la teva resposta a la meva piulada en canvi.....em fa veure que potser tens problemes per comprendre el que llegeixes.  

òbviament, no és el meu problema.";1
1620126824482361344;piulada;vergonya. quanta hipocresia en una piulada… #zonafrancatv3;1
1620199108597190656;respondre;"estava parlant d'un amic de la feina que és català quan vas respondre i vaig espantar-me hahaha. 

gràcies!! ho he posat a spotify i m'ha agradat molt 💖";0
1620193504273235968;respondre;"arrel d'això. fa uns anys en un súper la dona de davant meu li espetà a la caixera (una noia originària de rd) ""tú aquí y mi hijo sin trabajo"". de seguida li vaig respondre: ""señora, qué culpa tiene ella que su hijo sea un inútil"".

el cristo que va muntar la senyora... 🤣🤡";0
1620186399038398464;respondre;a vegades em foto en uns merders... que després em fot una maaaaaaaaaaaaaandra respondre als negacionistes o nyords que van repetint bilis....;1
1620179587924901888;respondre;"forcadell, quan veus la cara de la bona gent q t'escolta i t'estima... no et sap greu enganyar-la pq voleu els seus vots per després trair-los?

ja saps q un dia hauràs de respondre per tot q ens estàs fent?

ens estàs traint a consciència i ho saps i tot el mal q fas et torna
👇";0
1620177713448501248;respondre;correcte, gràcies igualment per respondre! seguim!;1
1620171273241518080;respondre;no anava per tu, estimat lluís!!! i gràcies per respondre'm 😉;1
1620168598974267392;respondre;"ui, he llegit cada tuit aquest matí...
i mira que, com sempre, no ha respòs o ha donat 100 voltes per evitar respondre res del que li preguntaven. cosa més buida...";
1620158060697358336;respondre;fa molts anys em van explicar el que feien als proveïdors nous bons i en vaig tenir prou: oferten megacreixement pel que cal endeutar-se i ampliar per respondre a una demanda posem de x10, i l'any següent com a únic comprador els forcen a baixar preus. you are my bitch now...;0
1620153839545622528;respondre;"❄️ aquests dies de fred, no us agradaria saber com es viu als llocs on sempre fa fred?? ❄️

➡️ la revista reporter doc us ofereix reportatges per respondre aquestes i moltes altres preguntes.

la trobareu a la sala infantil de la #bibjaumeperich 

@bibliosmaresme";0
1620153753172156416;respondre;"#educació 📱el nou sistema d’intel·ligència artificial capaç de respondre qualsevol qüestió amb llenguatge natural planteja reptes per a la metodologia docent i l’avaluació @universitaturv 👇 
tarragonaradio.cat/el-chatgp…";0
1620151276854976512;respondre;saps si n’hi ha a la plana de lleida? m’imagino que no és gens fàcil de respondre;0
1620146942998372352;respondre;"com m'agradaria!
ho vam poder fer un cop amb en sergi maraña i ja no l'he pogut sentir més.
coi, vejam si algú amb cara i ulls s'hi anima!
al final haurà de ser algú sense repercussió però que estigui al cas i deixar-lo explaiar. i respondre les preguntes que se li vulguin fer.";0
1620146698340409344;respondre;llegir 'oh' de djian ha estat incòmode. n'hem parlat al #clubdelectura. ens ha semblat una obra pot treballada q obria fils sense resoldre i q només podia respondre a una fantasia masculina. és una mica com 'el vestit nou de l'emperador'.;0
1620142595740688384;respondre;gràcies per respondre @lluisgibert em sembla molt fort que ningú se'n faci responsable i a sobre vulguin silenciar-lo.;1
1620142221520691200;respondre;"no, no t'ho tornaré a respondre. ni tampoc t'ho desenvoluparé. ""hiperventilat"", per cert, pocs adjectius hi deu haver que se m'adiguin menys. jo sostinc que el president mas hauria d'haver posat el fre ben aviat. al primer indici de la traïció d'erc. ergo moooolt abans de jxsí.";1
1620137676249894912;respondre;al lluís benejam li van preguntar una vegada quines sortides tenia un músic a catalunya i va respondre que en tenia 3: per terra, mar i aire.;0
1620125063067607040;respondre;"la sessió vol respondre dubtes de propietaris en relació al lloguer d’un habitatge, parlant de temes com ara els contractes i la seva fiscalitat.
rtvvilafranca.cat/2023/01/se…";0
1620124438837760000;respondre;"estic llegint penya amb la pell molt fina i a mi m'ha semblat una genialitat😂😂

(si només sé respondre correctament la 16, vol dir que sóc un poli infiltrat i no ho sabia o m'he passat el test com toca?)";1
1620122866464489472;respondre;"comença el primer #plesab del 2️⃣0️⃣2️⃣3️⃣

ha de començar un any ple d'il·lusió i de canvi per respondre efectivament a les necessitats de la nostra ciutat 

ja no valen receptes del passat, necessitem polítiques valentes i transformadores

🔴 en directe 👉
sessions.sant-adria.net/sesi…";0
1620024575412289536;repiulada;repiulada anual d'aquesta joia.;1
1620116848825217024;retuit;et segueixo i no puc fer retuit a les teves piulades.;1
1620072084956413952;retuit;"ja les he vist un munt de vegades 
però faig retuit per el ben fetes i oportunes que són.";1
1620022609026117632;retuit;ostres, en 3 horetes, has tingut un retuit. te l’has fet tu, de fet. un èxit aclaparador, trobo…;1
1620015143617990656;retuit;estem començant en aquesta xarxa i cada retuit i follow és molt ben benvingut! moltes gràcies!;1
1620012805226373120;retuit;bon dia mestre @lluis_llach retuit sisplau, copyleft i volem concert per la llibertat de @massanagranaire al sant jordi i el que sobre pel @dbatconstituent . espero que a la consti que entreguis al president de la gestoria de la colonia es parli de la tv publica que volem;1
1619984473533321216;retuit;un recordatori de la nostra missió com a assessors i mentors: aportar coneixement i realisme als projectes empresarials. amb un sedás per separar els que tenen possibilitats i els que no. a @el_pais, retuit de @xaviermarcet.;1
1619827891419873280;retuit;intentant tan fort com pots que et facin cas i res, tu. ni un sol retuit.;1
1619809430836764672;retuit;"uf!
faig retuit,per si algú us pot ajudar.heu pensat,potser en l'acupuntura?
 d'altra banda, ho sé d'un fisioterapeuta que fa ""obres d'art"", si més no quant a les lesions esportives, però no sé si seria aquest el cas. si us interessa, us facilito el seu nom per dm.";1
1619740595924373504;retuit;"fem pressupostos després d' estudiar cada client les després d'un assessorament energètic personalitzat tant a particulars com empreses.
si voleu pot demanar més informació per qualsevol estudi ""gratuït"".
agrairia un like o retuit
@_futbolero_ @alfons_godall @alfredrpico";1
1619646000519593984;retuit;el darrer retuit d'enki, per al record de tots els que lluitem pel català i pr recuperar el pais. gràcies enki!;1
1619813589950537728;unfollow;fins els nassos.... block i unfollow. tant clickbait i noticies de merda.;1
1620080225710407680;clavar;"ok, s'han equivocat. 
però si hi ha un equip que no es pot queixar dels arbitratges és lakers. 
durant l'era stern els van regalar fins i tot algun campionat.

aquesta energia li hauria anat bé per defensar una mica durant la pròrroga: en 5 minuts els hi van clavar 20 punts.";0
1620077834789351424;clavar;i el qui li va clavar el piolet de llocnou;0
1620065644203868160;clavar;"ara ja sabem q #manelvidal  la va clavar i va fer caure la màscara a @socialistes_cat i al comissari polític @sigfridgras.

gracies @joeldiazbrah per aquest punt de dignitat.";0
1619838321399836672;clavar;la veritat! es que la vas clavar en tot el que vas dir! i ens feia falta riure de la pena que fa @esquerra_erc mentre el @socialistes_cat se'ls pixa a la cara constantment, l'acomiadament és la demostració de on ha arribat ja @esquerra_erc;0
1619804258496565248;clavar;"saps lo realment fotut de tot plegat ?
doncs es reconéixer que aznar ho va clavar.
hem acabat barallats entre nosaltres d'una manera tant salvatge que mai m'ho hagués imaginat. es horrible.
després de tot el que va passar.
es horrible.";0
1619790734609227776;clavar;"la tornes a clavar @carodrovirajll gràcies per explicar la realitat.
#nosurrender
el trofeu puigdemont naciodigital.cat/opinio/2557…";0
1619781720135598080;clavar;fins a mitjans de la segona volta, amb la percepció que podia mantenir amb comoditat un ritme de carrera constant durant un període perllongat de temps, no m'he cregut que podríem clavar els 22 minuts (exactes) a la tradeinn cursa #girona @contracancergir #5kmenruta #girona;0
